9,읍면동,리,건축면적(제곱미터),주택유형,등급판정결과,관리기관명,관리기관 전화번호,데이터 기준일,위도,경도,주변 편의시설 개수,유동인구,age20,age30,age40,age50,age60,ageEtc,targetAge,price
읍면,이산면,용상리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,14,15,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",9700
읍면,이산면,용상리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,24,25,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",14300
읍면,이산면,용상리,84.3,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,24,38,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",8500
읍면,이산면,용상리,48.9,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,4,70,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",14500
읍면,이산면,용상리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,19,66,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",16300
읍면,이산면,용상리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,6,35,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",10800
읍면,이산면,용상리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,8,56,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",17700
읍면,이산면,용상리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,15,28,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",17400
읍면,이산면,용상리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,12,69,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",13900
읍면,이산면,용상리,73.8,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,16,52,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",14500
읍면,이산면,용상리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,14,52,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",18600
읍면,이산면,용상리,69.4,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.855,128.630,1,7,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",7400
읍면,이산면,운문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.860,128.645,15,2,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",12600
읍면,이산면,운문리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.860,128.645,8,88,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",9000
읍면,이산면,운문리,59.5,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.860,128.645,2,34,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",14900
읍면,이산면,운문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.860,128.645,23,26,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",19800
읍면,이산면,운문리,118,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.860,128.645,14,29,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",12600
읍면,이산면,운문리,127.9,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.860,128.645,15,21,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",14800
읍면,이산면,원리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,25,64,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",19100
읍면,이산면,원리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,15,11,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",16600
읍면,이산면,원리,,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,15,12,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",13000
읍면,이산면,원리,44,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,13,28,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",10700
읍면,이산면,원리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,22,29,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",9000
읍면,이산면,원리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,7,35,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",12800
읍면,이산면,원리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.862,128.628,30,14,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",7900
읍면,이산면,지동리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.848,128.640,28,51,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",13600
읍면,이산면,지동리,140.54,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.848,128.640,7,19,7.84,10.1,14.99,27.47,26.83,12.76,"50, 60",17100
읍면,평은면,강동리,20.2,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.807,128.675,23,23,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10000
읍면,평은면,강동리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.807,128.675,10,1,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",7100
읍면,평은면,강동리,320.5,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.807,128.675,1,14,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",15400
읍면,평은면,강동리,320.5,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.807,128.675,10,15,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",14700
읍면,평은면,오운리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,22,37,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",15500
읍면,평은면,오운리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,29,50,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",8600
읍면,평은면,오운리,36.4,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,4,4,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",12800
읍면,평은면,오운리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,20,9,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",16100
읍면,평은면,오운리,82.8,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,20,5,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19300
읍면,평은면,오운리,93.1,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,1,20,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19600
읍면,평은면,오운리,88,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,29,2,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",9400
읍면,평은면,오운리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,17,30,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",16900
읍면,평은면,오운리,26,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,7,16,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",8000
읍면,평은면,오운리,49.1,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,12,13,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",18300
읍면,평은면,오운리,26.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,16,19,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",7900
읍면,평은면,오운리,68.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,2,26,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",16800
읍면,평은면,오운리,97.2,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,28,32,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",9200
읍면,평은면,오운리,57.2,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,29,29,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",17600
읍면,평은면,오운리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.798,128.660,10,17,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10800
읍면,평은면,용혈리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,4,1,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",14600
읍면,평은면,용혈리,46.3,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,28,15,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",16000
읍면,평은면,용혈리,25.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,27,6,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",18500
읍면,평은면,용혈리,44,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,5,18,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",18600
읍면,평은면,용혈리,32,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,5,18,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",9700
읍면,평은면,용혈리,64.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,27,40,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",17300
읍면,평은면,용혈리,106.5,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,22,21,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",9100
읍면,평은면,용혈리,33,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,5,18,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",8800
읍면,평은면,용혈리,46.3,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,21,29,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",7100
읍면,평은면,용혈리,42.3,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,22,64,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",13400
읍면,평은면,용혈리,99.5,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,24,17,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",14500
읍면,평은면,용혈리,99.5,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.790,128.645,21,18,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",8500
읍면,평은면,지곡리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,27,44,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10200
읍면,평은면,지곡리,30.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,29,53,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10500
읍면,평은면,지곡리,26.1,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,16,4,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",15600
읍면,평은면,지곡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,14,24,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",20000
읍면,평은면,지곡리,28.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,11,57,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10700
읍면,평은면,지곡리,118.1,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,8,44,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",15200
읍면,평은면,지곡리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,10,3,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19900
읍면,평은면,지곡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,12,93,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",17400
읍면,평은면,지곡리,87,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,2,60,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10000
읍면,평은면,지곡리,60,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,13,18,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10000
읍면,평은면,지곡리,96,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,1,27,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10400
읍면,평은면,지곡리,50,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,2,27,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",18000
읍면,평은면,지곡리,179.2,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.795,128.640,15,70,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10900
읍면,평은면,천본리,36.3,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.802,128.668,20,24,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",14800
읍면,평은면,천본리,60,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.802,128.668,14,62,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",12200
읍면,평은면,천본리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.802,128.668,16,40,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",8300
읍면,평은면,천본리,68.4,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.802,128.668,14,27,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19500
읍면,평은면,평은리,45,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,7,60,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",14600
읍면,평은면,평은리,439.47,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,22,87,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",11000
읍면,평은면,평은리,114,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,1,4,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19600
읍면,평은면,평은리,53,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,23,31,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",10400
읍면,평은면,평은리,74.9,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,25,11,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",14200
읍면,평은면,평은리,81,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,6,32,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19500
읍면,평은면,평은리,27.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,14,20,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",7600
읍면,평은면,평은리,102.6,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,7,25,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",16600
읍면,평은면,평은리,48,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,25,35,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",19700
읍면,평은면,평은리,30,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,12,79,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",17700
읍면,평은면,평은리,29,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.805,128.635,26,79,6.84,11.14,14.88,23.22,26.28,12.76,"50, 60",8900
읍면,문수면,권선리,192.34,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.740,128.710,28,47,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",18400
읍면,문수면,권선리,56.7,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.740,128.710,30,66,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",17000
읍면,문수면,권선리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.740,128.710,3,58,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",8800
읍면,문수면,권선리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.740,128.710,28,67,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",8000
읍면,문수면,권선리,49.5,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.740,128.710,5,21,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9900
읍면,문수면,대양리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.742,128.690,17,61,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9100
읍면,문수면,대양리,,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.742,128.690,29,89,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",19000
읍면,문수면,대양리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.742,128.690,9,60,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",17400
읍면,문수면,대양리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.742,128.690,15,21,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",18100
읍면,문수면,만방리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,17,80,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16000
읍면,문수면,만방리,51.52,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,17,14,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",17700
읍면,문수면,만방리,142.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,24,21,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9900
읍면,문수면,만방리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,13,34,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9600
읍면,문수면,만방리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,24,17,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12800
읍면,문수면,만방리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,9,15,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",10800
읍면,문수면,만방리,45.24,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,23,8,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",8800
읍면,문수면,만방리,84.96,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,27,51,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12200
읍면,문수면,만방리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,15,6,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",11000
읍면,문수면,만방리,60.48,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,9,5,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",11300
읍면,문수면,만방리,72.21,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,2,7,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",17200
읍면,문수면,만방리,31.5,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.735,4,43,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",18500
읍면,문수면,수도리,84.5,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.746,128.715,25,13,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",11200
읍면,문수면,승문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.752,128.720,6,9,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9800
읍면,문수면,승문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.752,128.720,27,32,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9200
읍면,문수면,승문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.752,128.720,22,2,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",7200
읍면,문수면,승문리,51.5,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.752,128.720,6,66,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",13500
읍면,문수면,승문리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.752,128.720,30,32,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",15800
읍면,문수면,승문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.752,128.720,17,62,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16200
읍면,문수면,월호리,70.24,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,19,13,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12700
읍면,문수면,월호리,98.63,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,24,57,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",19500
읍면,문수면,월호리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,30,40,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12200
읍면,문수면,월호리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,8,3,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",8900
읍면,문수면,월호리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,23,6,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16900
읍면,문수면,월호리,23.7,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,11,25,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",17600
읍면,문수면,월호리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,17,3,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",18400
읍면,문수면,월호리,41.04,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,11,26,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",10100
읍면,문수면,월호리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,14,28,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16900
읍면,문수면,월호리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,2,25,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",10100
읍면,문수면,월호리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.738,128.725,16,30,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16900
읍면,문수면,적동리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.748,128.705,15,19,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16600
읍면,문수면,적동리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.748,128.705,26,26,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16300
읍면,문수면,적동리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.748,128.705,24,28,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",17100
읍면,문수면,적동리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.748,128.705,6,15,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",7400
읍면,문수면,적동리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.748,128.705,3,65,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12300
읍면,문수면,적동리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.748,128.705,22,57,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",14600
읍면,문수면,조제리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,25,21,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",11900
읍면,문수면,조제리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,29,80,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",19100
읍면,문수면,조제리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,18,11,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",8600
읍면,문수면,조제리,85,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,26,57,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",13800
읍면,문수면,조제리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,7,15,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",15200
읍면,문수면,조제리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,27,12,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",16000
읍면,문수면,조제리,44.5,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.728,128.735,4,46,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12200
읍면,문수면,탄산리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.735,128.705,30,12,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",15800
읍면,문수면,탄산리,38.5,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.735,128.705,24,24,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",12100
읍면,문수면,탄산리,50.75,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.735,128.705,11,49,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",18600
읍면,문수면,탄산리,49.99,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.735,128.705,20,22,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",15900
읍면,문수면,탄산리,58.8,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.735,128.705,23,18,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",7900
읍면,문수면,탄산리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.735,128.705,15,2,8.61,12.76,12.9,24.87,25.84,15.02,"50, 60",9600
읍면,장수면,갈산리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,20,28,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",12600
읍면,장수면,갈산리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,10,20,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19700
읍면,장수면,갈산리,,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,25,24,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",14800
읍면,장수면,갈산리,52.9,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,5,20,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19800
읍면,장수면,갈산리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,17,15,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",12300
읍면,장수면,갈산리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,24,37,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",7100
읍면,장수면,갈산리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,12,6,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15500
읍면,장수면,갈산리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,12,25,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",8900
